arg_line_id,arg_instance_id,arg_ref_id,arg_ref_name,argument_text,email_id,created_at,speaker_name,speaker_email,speaker_role,topic_id,topic_side,reasoning_name,sophism_name,sophism_category,fact_ref_id,fact_veracity_pct,relevance,reasoning_credibility,impact_score,impact_direction,hidden_topic_hint,hidden_topic_confidence,strength,needs_review,notes
ARG-L-0000562,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000563,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000564,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000565,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000566,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000567,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000568,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000569,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000570,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000571,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000572,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000573,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000574,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000575,ARGI-be31af0644,ARREF-e372ac9b3c,(argument),,2024:129,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000576,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000577,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000578,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000579,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000580,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000581,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000582,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000583,ARGI-1077c0e785,ARREF-e372ac9b3c,(argument),,2024:131,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000584,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000585,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000586,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000587,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000588,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000589,ARGI-31ae112911,ARREF-e372ac9b3c,(argument),,2024:132,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000590,ARGI-2a8589cd6c,ARREF-e372ac9b3c,(argument),,2024:133,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000591,ARGI-2a8589cd6c,ARREF-e372ac9b3c,(argument),,2024:133,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000592,ARGI-2a8589cd6c,ARREF-e372ac9b3c,(argument),,2024:133,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000593,ARGI-2a8589cd6c,ARREF-e372ac9b3c,(argument),,2024:133,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000594,ARGI-2a8589cd6c,ARREF-e372ac9b3c,(argument),,2024:133,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000595,ARGI-c4b5d184f3,ARREF-e372ac9b3c,(argument),,2024:134,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000596,ARGI-c4b5d184f3,ARREF-e372ac9b3c,(argument),,2024:134,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000597,ARGI-c4b5d184f3,ARREF-e372ac9b3c,(argument),,2024:134,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
